Port,Plant,Cargo,Vessel_Size,Weather,Labor_Action,Rake_Type,Multi_Port_Discharge,Port_Congestion_Index,Rake_Demand,Rake_Availability,Yard_Capacity,Yard_Usage,Vessel_Queue,Date,Delay_Hours,Delay_Severity,High_Risk,Route_Recommendation
Vizag,JSW_Vijayanagar,Iron_Ore,Panamax,Clear,Medium,GPWIS,0,3,20,5,91,37,14,2021-09-08,42.237126148628974,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,SAIL_Rourkela,Coking_Coal,Handymax,Clear,Low,GPWIS,1,8,26,29,51,24,5,2021-09-08,32.954821836721734,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,JSW_Vijayanagar,Iron_Ore,Capesize,Clear,Low,Standard_IR,0,9,11,30,76,15,12,2021-09-09,67.16907192956181,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Vizag_Steel,Limestone,Panamax,Clear,Low,Captive,1,4,25,38,87,63,13,2021-09-09,24.74010919684089,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Clear,Low,GPWIS,0,8,24,25,67,17,11,2021-09-09,44.92411586493389,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,JSW_Vijayanagar,Limestone,Capesize,Clear,Low,Standard_IR,0,8,45,40,81,38,3,2021-09-10,83.53670656221097,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,SAIL_Rourkela,Coking_Coal,Panamax,Rain,Low,GPWIS,1,1,28,39,21,43,0,2021-09-10,7.735879818559457,0,0,Action: Normal secure operations
Vizag,Vizag_Steel,Iron_Ore,Panamax,Cyclone,Low,Standard_IR,0,8,47,27,96,16,9,2021-09-11,152.17034737739016,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,SAIL_Rourkela,Coking_Coal,Panamax,Clear,Medium,Standard_IR,0,1,30,21,35,49,12,2021-09-11,61.697393831968235,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,SAIL_Rourkela,Limestone,Handymax,Clear,Medium,Standard_IR,0,4,20,46,27,83,6,2021-09-12,66.5902008910104,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Vizag_Steel,Limestone,Panamax,Rain,Low,Captive,0,10,12,16,38,22,12,2021-09-12,75.22365809049236,2,1,Recommend: Divert to alternative safe Port
Gangavaram,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Cyclone,Low,GPWIS,0,10,24,43,51,94,12,2021-09-13,128.0542855520966,2,1,Recommend: Divert to alternative safe Port
Paradip,Vizag_Steel,Coking_Coal,Handymax,Clear,Low,Standard_IR,0,6,43,48,51,71,8,2021-09-13,80.2326782590982,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,Vizag_Steel,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,7,27,24,86,95,14,2021-09-13,78.99063212123453,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Vizag_Steel,Limestone,Panamax,Rain,Low,GPWIS,0,4,34,31,44,74,5,2021-09-14,20.19791525523052,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,JSW_Vijayanagar,Coking_Coal,Panamax,Rain,Low,GPWIS,1,8,24,46,72,50,13,2021-09-14,64.72769794937271,2,1,Recommend: Divert to alternative safe Port
Paradip,SAIL_Rourkela,Coking_Coal,Panamax,Rain,Low,Standard_IR,0,8,39,41,44,51,5,2021-09-15,78.87084872335772,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,Tata_Steel_Kalinganagar,Iron_Ore,Capesize,Clear,Low,GPWIS,0,9,26,24,52,75,8,2021-09-15,65.7276800530931,2,1,Recommend: Transshipment away from congested port
Paradip,Vizag_Steel,Iron_Ore,Handymax,Clear,Low,Standard_IR,0,6,27,15,50,20,3,2021-09-16,47.542880166862304,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Clear,Low,GPWIS,0,4,40,32,55,59,4,2021-09-16,0.0,0,0,Action: Normal secure operations
Paradip,Vizag_Steel,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,2,27,6,68,80,4,2021-09-16,62.73335174036751,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,SAIL_Rourkela,Iron_Ore,Capesize,Rain,Medium,Standard_IR,1,10,22,20,67,89,11,2021-09-17,157.6220820431235,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Clear,Low,Captive,0,7,44,28,63,44,13,2021-09-17,57.29737457356508,2,1,Recommend: Expedite alternative multi-modal transport via truck
Haldia,SAIL_Rourkela,Limestone,Handymax,Rain,Low,Standard_IR,1,3,23,16,49,88,4,2021-09-18,52.24626454872968,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,JSW_Vijayanagar,Iron_Ore,Panamax,Clear,High,GPWIS,0,3,45,20,32,29,7,2021-09-18,52.299814969052356,2,1,Recommend: Expedite alternative multi-modal transport via truck
Dhamra,JSW_Vijayanagar,Iron_Ore,Panamax,Rain,Low,Captive,0,3,27,40,62,37,10,2021-09-19,42.190294401061124,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,Vizag_Steel,Coking_Coal,Capesize,Rain,Low,GPWIS,0,4,14,6,35,46,0,2021-09-19,22.290018359909464,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,SAIL_Rourkela,Coking_Coal,Handymax,Clear,Low,Standard_IR,0,2,23,29,45,12,9,2021-09-20,13.047465810548907,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,Tata_Steel_Kalinganagar,Limestone,Panamax,Clear,Low,Standard_IR,0,5,34,33,94,68,10,2021-09-20,62.46105939490041,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Clear,Low,GPWIS,0,3,48,32,66,82,14,2021-09-20,11.818312645156995,0,0,Action: Normal secure operations
Dhamra,JSW_Vijayanagar,Coking_Coal,Panamax,Clear,Low,Captive,0,5,49,49,22,41,10,2021-09-21,31.718572721774773,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Tata_Steel_Kalinganagar,Limestone,Handymax,Clear,Low,GPWIS,0,10,21,14,56,36,9,2021-09-21,26.877741291329407,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Tata_Steel_Kalinganagar,Limestone,Panamax,Clear,Low,Standard_IR,1,7,37,27,45,57,2,2021-09-22,75.3655055267411,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,JSW_Vijayanagar,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,9,44,36,34,55,14,2021-09-22,85.39938386888663,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,JSW_Vijayanagar,Limestone,Capesize,Clear,Low,Standard_IR,0,2,10,35,85,56,7,2021-09-23,41.669120579924034,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Vizag_Steel,Limestone,Panamax,Rain,Low,Captive,0,9,12,23,47,99,14,2021-09-23,57.016424429461644,2,1,Recommend: Divert to alternative safe Port
Paradip,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Clear,Low,GPWIS,1,10,16,19,57,49,10,2021-09-23,54.61611854980282,2,1,Recommend: Transshipment away from congested port
Vizag,Tata_Steel_Kalinganagar,Limestone,Panamax,Rain,Low,Standard_IR,1,6,18,37,63,12,8,2021-09-24,74.37319110993104,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,SAIL_Rourkela,Iron_Ore,Handymax,Clear,Low,GPWIS,0,6,45,21,72,84,1,2021-09-24,14.765704530387127,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Vizag_Steel,Iron_Ore,Handymax,Clear,Low,Standard_IR,0,3,32,40,99,38,11,2021-09-25,19.46435863773135,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,SAIL_Rourkela,Iron_Ore,Panamax,Cyclone,Low,Captive,1,10,33,24,23,67,3,2021-09-25,132.6923815009456,2,1,Recommend: Divert to alternative safe Port
Dhamra,Vizag_Steel,Iron_Ore,Panamax,Clear,Low,GPWIS,0,9,19,13,91,59,13,2021-09-26,37.63535989481279,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,Tata_Steel_Kalinganagar,Limestone,Handymax,Clear,Low,Standard_IR,1,4,21,42,63,19,7,2021-09-26,60.698426072183395,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,JSW_Vijayanagar,Coking_Coal,Panamax,Rain,Low,Standard_IR,0,5,28,7,65,70,4,2021-09-27,84.38672968948003,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,JSW_Vijayanagar,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,3,41,6,45,70,0,2021-09-27,31.707139378646694,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,JSW_Vijayanagar,Coking_Coal,Handymax,Clear,Low,GPWIS,0,5,33,22,32,32,5,2021-09-27,17.14572882224269,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,JSW_Vijayanagar,Limestone,Panamax,Clear,Low,GPWIS,0,8,31,27,88,15,13,2021-09-28,50.20492400273457,2,1,Recommend: Transshipment away from congested port
Haldia,JSW_Vijayanagar,Iron_Ore,Handymax,Rain,Low,Standard_IR,0,8,12,23,63,84,8,2021-09-28,97.85437006348309,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Vizag_Steel,Limestone,Capesize,Clear,Low,Standard_IR,1,6,36,39,70,36,10,2021-09-29,72.82925783508543,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,SAIL_Rourkela,Coking_Coal,Capesize,Clear,Low,Standard_IR,0,8,49,11,72,69,8,2021-09-29,103.04245030056077,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,SAIL_Rourkela,Coking_Coal,Handymax,Clear,Low,Standard_IR,0,10,18,24,60,40,3,2021-09-30,52.38796050489691,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,Vizag_Steel,Iron_Ore,Panamax,Rain,Low,Standard_IR,0,6,22,23,30,39,0,2021-09-30,35.29830198617799,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Clear,Low,GPWIS,0,1,28,24,32,64,0,2021-09-30,0.0,0,0,Action: Normal secure operations
Vizag,Vizag_Steel,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,7,45,20,79,22,2,2021-10-01,55.6669176927449,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,JSW_Vijayanagar,Coking_Coal,Capesize,Clear,Low,Standard_IR,0,10,11,45,56,76,6,2021-10-01,77.62217686317754,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,Vizag_Steel,Coking_Coal,Handymax,Clear,Low,Captive,0,9,38,42,51,68,1,2021-10-02,16.8659161326489,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,JSW_Vijayanagar,Iron_Ore,Panamax,Rain,Low,Standard_IR,0,8,20,25,64,63,13,2021-10-02,106.53110186546783,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,JSW_Vijayanagar,Limestone,Capesize,Clear,Low,Standard_IR,0,8,43,33,37,30,7,2021-10-03,87.07949675509403,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,JSW_Vijayanagar,Iron_Ore,Panamax,Rain,Low,Standard_IR,1,7,13,48,98,52,8,2021-10-03,61.076687482481205,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Rain,Medium,Standard_IR,0,2,13,42,39,20,14,2021-10-04,48.815138912794936,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,JSW_Vijayanagar,Iron_Ore,Panamax,Clear,Low,Standard_IR,1,1,10,49,63,76,6,2021-10-04,32.92255662242301,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Tata_Steel_Kalinganagar,Limestone,Panamax,Clear,Low,Standard_IR,0,2,34,28,55,47,5,2021-10-04,24.301161127863978,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,JSW_Vijayanagar,Iron_Ore,Handymax,Clear,Low,GPWIS,0,6,35,41,88,33,9,2021-10-05,9.881136557785496,0,0,Action: Normal secure operations
Paradip,Tata_Steel_Kalinganagar,Limestone,Panamax,Rain,Low,GPWIS,0,2,20,33,56,60,12,2021-10-05,55.65705555254761,2,1,Recommend: Divert to alternative safe Port
Paradip,SAIL_Rourkela,Iron_Ore,Panamax,Clear,Medium,GPWIS,0,4,11,49,38,70,5,2021-10-06,20.00410427520347,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Vizag_Steel,Limestone,Handymax,Clear,Low,GPWIS,0,10,32,35,52,85,10,2021-10-06,37.18802747163608,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,Vizag_Steel,Coking_Coal,Handymax,Rain,Low,Captive,0,10,28,43,70,55,8,2021-10-07,57.65937491807171,2,1,Recommend: Divert to alternative safe Port
Haldia,Vizag_Steel,Limestone,Panamax,Clear,Low,Captive,0,3,38,16,51,52,4,2021-10-07,0.0,0,0,Action: Normal secure operations
Dhamra,JSW_Vijayanagar,Iron_Ore,Handymax,Clear,Low,Captive,0,6,49,34,41,36,4,2021-10-07,15.64950476740477,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Tata_Steel_Kalinganagar,Limestone,Panamax,Clear,High,Captive,1,8,13,8,20,94,1,2021-10-08,124.51925113800962,2,1,Recommend: Transshipment away from congested port
Dhamra,SAIL_Rourkela,Coking_Coal,Panamax,Clear,Low,GPWIS,0,6,25,34,73,98,5,2021-10-08,17.30480726859515,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,JSW_Vijayanagar,Iron_Ore,Handymax,Rain,Low,GPWIS,0,2,46,9,39,39,13,2021-10-09,58.63658332293612,2,1,Recommend: Divert to alternative safe Port
Gangavaram,JSW_Vijayanagar,Iron_Ore,Handymax,Clear,Low,Standard_IR,1,5,36,20,77,72,11,2021-10-09,100.22930911150243,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,Vizag_Steel,Coking_Coal,Capesize,Rain,Low,Captive,0,9,24,8,89,12,11,2021-10-10,72.3223884868897,2,1,Recommend: Divert to alternative safe Port
Dhamra,JSW_Vijayanagar,Iron_Ore,Handymax,Clear,Low,Standard_IR,0,6,14,31,54,19,11,2021-10-10,37.24419755159265,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,Tata_Steel_Kalinganagar,Limestone,Panamax,Clear,Low,Standard_IR,0,6,32,12,89,86,5,2021-10-11,69.06097247248698,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Cyclone,Low,Standard_IR,0,10,12,12,80,69,5,2021-10-11,129.57329545795756,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,SAIL_Rourkela,Limestone,Handymax,Cyclone,Low,Captive,0,5,27,21,82,36,3,2021-10-11,86.75767396978702,2,1,Recommend: Divert to alternative safe Port
Vizag,Tata_Steel_Kalinganagar,Limestone,Panamax,Clear,Low,Standard_IR,0,1,35,48,80,91,10,2021-10-12,55.50479477607716,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,Tata_Steel_Kalinganagar,Coking_Coal,Capesize,Clear,Low,Standard_IR,0,10,15,7,76,54,14,2021-10-12,87.1244502648681,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,JSW_Vijayanagar,Iron_Ore,Capesize,Rain,Low,Standard_IR,0,5,26,31,22,71,6,2021-10-13,59.02708203181566,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,JSW_Vijayanagar,Limestone,Panamax,Clear,Medium,Captive,0,5,47,38,64,33,14,2021-10-13,38.04251739921151,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,JSW_Vijayanagar,Iron_Ore,Handymax,Rain,High,GPWIS,0,7,29,25,36,87,0,2021-10-14,67.0572483113124,2,1,Recommend: Divert to alternative safe Port
Dhamra,Vizag_Steel,Iron_Ore,Handymax,Clear,Low,Standard_IR,0,6,36,49,34,55,8,2021-10-14,48.675026405615554,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,JSW_Vijayanagar,Coking_Coal,Handymax,Clear,Medium,Standard_IR,0,4,15,47,34,53,2,2021-10-15,52.70579100693175,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,JSW_Vijayanagar,Iron_Ore,Handymax,Rain,Low,Standard_IR,0,7,44,28,24,72,9,2021-10-15,64.33938517252611,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,JSW_Vijayanagar,Iron_Ore,Handymax,Clear,Low,Standard_IR,1,5,21,48,65,13,14,2021-10-15,60.39246841500663,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,Vizag_Steel,Limestone,Handymax,Clear,Low,Standard_IR,0,6,12,45,30,25,14,2021-10-16,44.03139284440315,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,JSW_Vijayanagar,Coking_Coal,Panamax,Clear,Low,Captive,0,4,13,33,83,60,8,2021-10-16,6.848348618650646,0,0,Action: Normal secure operations
Vizag,SAIL_Rourkela,Limestone,Panamax,Clear,Low,Standard_IR,0,9,13,10,58,57,4,2021-10-17,88.66666075280706,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,SAIL_Rourkela,Iron_Ore,Capesize,Cyclone,Low,Standard_IR,0,8,13,43,33,83,13,2021-10-17,174.29122503629006,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,JSW_Vijayanagar,Limestone,Handymax,Clear,Low,Captive,1,8,11,41,61,86,8,2021-10-18,66.58985296432716,2,1,Recommend: Transshipment away from congested port
Gangavaram,SAIL_Rourkela,Coking_Coal,Panamax,Clear,Low,Standard_IR,1,4,30,18,74,78,7,2021-10-18,95.5688186550237,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,SAIL_Rourkela,Coking_Coal,Capesize,Rain,Low,GPWIS,0,2,48,18,86,74,5,2021-10-18,18.389411751845177,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,SAIL_Rourkela,Limestone,Panamax,Clear,Medium,GPWIS,1,8,25,28,94,54,7,2021-10-19,72.19153806958306,2,1,Recommend: Transshipment away from congested port
Dhamra,JSW_Vijayanagar,Limestone,Handymax,Clear,Low,Standard_IR,1,9,16,17,24,12,2,2021-10-19,57.03182054907589,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,Vizag_Steel,Limestone,Panamax,Clear,High,Captive,1,3,28,5,71,26,9,2021-10-20,92.78628676389657,2,1,Recommend: Expedite alternative multi-modal transport via truck
Vizag,SAIL_Rourkela,Limestone,Panamax,Clear,Low,Standard_IR,0,1,42,16,41,92,0,2021-10-20,28.42823062079008,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Tata_Steel_Kalinganagar,Iron_Ore,Capesize,Clear,High,Captive,0,9,18,46,96,46,10,2021-10-21,104.97724607313386,2,1,Recommend: Transshipment away from congested port
Gangavaram,SAIL_Rourkela,Iron_Ore,Handymax,Cyclone,Low,GPWIS,0,1,46,28,63,14,12,2021-10-21,80.58285250671712,2,1,Recommend: Divert to alternative safe Port
Haldia,SAIL_Rourkela,Iron_Ore,Handymax,Clear,Low,Standard_IR,0,9,42,10,40,97,4,2021-10-22,56.34649890325067,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,JSW_Vijayanagar,Iron_Ore,Capesize,Cyclone,Low,Captive,0,3,36,24,44,53,12,2021-10-22,72.10504187361171,2,1,Recommend: Divert to alternative safe Port
Paradip,SAIL_Rourkela,Coking_Coal,Handymax,Clear,Low,Standard_IR,0,3,26,41,78,56,11,2021-10-22,41.111711645423945,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Clear,Medium,Standard_IR,0,1,21,16,83,42,6,2021-10-23,41.44734654098832,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,JSW_Vijayanagar,Limestone,Panamax,Clear,Low,Standard_IR,0,7,20,25,87,30,1,2021-10-23,27.925574252314718,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,JSW_Vijayanagar,Coking_Coal,Capesize,Clear,Medium,Standard_IR,0,2,22,7,66,76,0,2021-10-24,58.05739167840562,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,Vizag_Steel,Coking_Coal,Capesize,Clear,Low,Standard_IR,0,7,40,31,54,77,3,2021-10-24,51.011977830901905,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Vizag_Steel,Coking_Coal,Capesize,Clear,Low,Captive,1,1,22,40,26,41,2,2021-10-25,21.104783502921187,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,SAIL_Rourkela,Coking_Coal,Handymax,Clear,Medium,Standard_IR,0,10,47,21,75,33,3,2021-10-25,51.19987071989431,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Vizag_Steel,Iron_Ore,Capesize,Rain,Low,GPWIS,1,10,35,19,71,44,0,2021-10-25,82.10604472386497,2,1,Recommend: Divert to alternative safe Port
Vizag,Vizag_Steel,Limestone,Panamax,Rain,Medium,Standard_IR,0,10,31,8,28,76,0,2021-10-26,130.4729732754311,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Vizag_Steel,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,8,40,43,65,27,1,2021-10-26,41.93131286754909,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,JSW_Vijayanagar,Coking_Coal,Handymax,Clear,Medium,Standard_IR,0,10,15,21,77,63,2,2021-10-27,56.78679072668044,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,JSW_Vijayanagar,Iron_Ore,Panamax,Clear,High,Standard_IR,0,2,29,42,42,35,3,2021-10-27,66.64755882765068,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,JSW_Vijayanagar,Iron_Ore,Capesize,Clear,Medium,Standard_IR,0,3,30,15,22,69,12,2021-10-28,98.5258755900504,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Vizag_Steel,Limestone,Capesize,Clear,Low,Standard_IR,0,8,19,16,80,97,0,2021-10-28,84.26225668787829,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,JSW_Vijayanagar,Limestone,Panamax,Clear,Medium,Standard_IR,0,3,28,36,28,74,5,2021-10-29,26.751787233436477,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Vizag_Steel,Limestone,Handymax,Clear,Low,Captive,1,1,44,31,72,60,1,2021-10-29,0.0,0,0,Action: Normal secure operations
Gangavaram,JSW_Vijayanagar,Iron_Ore,Panamax,Clear,High,GPWIS,0,9,35,48,87,69,9,2021-10-29,77.92205525324253,2,1,Recommend: Transshipment away from congested port
Dhamra,Tata_Steel_Kalinganagar,Limestone,Panamax,Clear,Low,Standard_IR,0,4,46,31,89,85,12,2021-10-30,64.1980032533075,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,JSW_Vijayanagar,Iron_Ore,Capesize,Clear,Low,Captive,0,8,16,47,68,68,11,2021-10-30,87.61534225232288,2,1,Recommend: Transshipment away from congested port
Haldia,SAIL_Rourkela,Coking_Coal,Panamax,Clear,Low,GPWIS,0,8,17,44,67,26,10,2021-10-31,46.467232246225365,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Vizag_Steel,Limestone,Handymax,Clear,Low,GPWIS,0,5,14,48,26,94,4,2021-10-31,25.418036689786284,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Tata_Steel_Kalinganagar,Limestone,Panamax,Cyclone,Low,Captive,0,3,45,33,50,30,7,2021-11-01,85.16834145509938,2,1,Recommend: Divert to alternative safe Port
Vizag,JSW_Vijayanagar,Limestone,Panamax,Rain,Medium,Standard_IR,0,1,37,13,75,76,11,2021-11-01,53.39066122315936,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,Vizag_Steel,Limestone,Capesize,Clear,Medium,Standard_IR,0,10,12,47,80,37,12,2021-11-01,127.77273172022912,2,1,Recommend: Rake priority swap or Coastal Barge routing
